#contig_id	CELEG	ECOLI	HSAPI	PAERU	taxonomy	fraction_reads
CELEG.contig_1374	5071	0	0	0	CELEG	1.00
CELEG.contig_1375	1130	0	0	0	CELEG	1.00
CELEG.contig_1376	3222	0	0	0	CELEG	1.00
CELEG.contig_1377	420	0	0	0	CELEG	1.00
CELEG.contig_1378	637	0	0	0	CELEG	1.00
CELEG.contig_1379	5456	0	0	0	CELEG	1.00
CELEG.contig_138	27084	0	0	0	CELEG	1.00
CELEG.contig_1380	5217	0	0	0	CELEG	1.00
CELEG.contig_1381	6091	0	0	0	CELEG	1.00
CELEG.contig_1382	3247	0	0	0	CELEG	1.00
CELEG.contig_1383	2234	0	0	0	CELEG	1.00
CELEG.contig_1384	77999	0	0	0	CELEG	1.00
CELEG.contig_1385	26707	0	0	0	CELEG	1.00
CELEG.contig_1386	1617	0	0	0	CELEG	1.00
CELEG.contig_1387	18924	0	0	0	CELEG	1.00
CELEG.contig_1388	5617	0	0	0	CELEG	1.00
CELEG.contig_1389	1689	0	0	0	CELEG	1.00
CELEG.contig_139	7791	0	0	0	CELEG	1.00
CELEG.contig_1390	66731	0	0	0	CELEG	1.00
CELEG.contig_1391	6105	0	0	0	CELEG	1.00
CELEG.contig_1392	187899	0	0	0	CELEG	1.00
CELEG.contig_1393	32458	0	0	0	CELEG	1.00
CELEG.contig_1394	14880	0	0	0	CELEG	1.00
CELEG.contig_1395	3871	0	0	0	CELEG	1.00
CELEG.contig_1396	851	0	0	0	CELEG	1.00
CELEG.contig_1397	8280	0	0	0	CELEG	1.00
CELEG.contig_1398	7515	0	0	0	CELEG	1.00
CELEG.contig_1399	1613	0	0	0	CELEG	1.00
CELEG.contig_14	36163	0	2	0	CELEG	1.00
CELEG.contig_140	20635	0	0	0	CELEG	1.00
CELEG.contig_1400	1950	0	0	0	CELEG	1.00
CELEG.contig_1401	3376	0	0	0	CELEG	1.00
CELEG.contig_1402	25087	0	0	0	CELEG	1.00
CELEG.contig_1403	6761	0	0	0	CELEG	1.00
CELEG.contig_1404	24456	0	0	0	CELEG	1.00
CELEG.contig_1405	26876	0	0	0	CELEG	1.00
CELEG.contig_1406	20250	0	0	0	CELEG	1.00
CELEG.contig_1407	9932	0	0	0	CELEG	1.00
CELEG.contig_1408	32191	0	0	0	CELEG	1.00
CELEG.contig_1409	50381	0	0	0	CELEG	1.00
CELEG.contig_141	23387	0	0	0	CELEG	1.00
CELEG.contig_1410	4359	0	0	0	CELEG	1.00
CELEG.contig_1411	646	0	0	0	CELEG	1.00
CELEG.contig_1412	7408	0	0	0	CELEG	1.00
CELEG.contig_1413	1402	0	0	0	CELEG	1.00
CELEG.contig_1414	44748	0	1	0	CELEG	1.00
CELEG.contig_1415	14292	0	0	0	CELEG	1.00
CELEG.contig_1416	1162	0	0	0	CELEG	1.00
CELEG.contig_1417	1961	0	0	0	CELEG	1.00
CELEG.contig_1418	3202	0	0	0	CELEG	1.00
CELEG.contig_1419	118	0	0	0	CELEG	1.00
CELEG.contig_142	12915	0	0	0	CELEG	1.00
CELEG.contig_1420	1118	0	0	0	CELEG	1.00
CELEG.contig_1421	29818	0	0	0	CELEG	1.00
CELEG.contig_1422	2194	0	0	0	CELEG	1.00
CELEG.contig_1423	4994	0	0	0	CELEG	1.00
CELEG.contig_1424	1173	0	0	0	CELEG	1.00
CELEG.contig_1425	5524	0	0	0	CELEG	1.00
CELEG.contig_1426	6368	0	0	0	CELEG	1.00
CELEG.contig_1427	1570	0	0	0	CELEG	1.00
CELEG.contig_1428	20699	0	5	0	CELEG	1.00
CELEG.contig_1429	10533	0	1	0	CELEG	1.00
